QueryId,Query,Label
91503,Information regarding weather in bhiwani ?,Weather
91502,Information regarding improved growth in paddy?,Weather
91501,TELL ME ABOUT TAKING SOIL SAMPLE ?,Varieties
91500,TELL ME NEMATODE CONTORL IN CHILLIES ?,Plant Protection
91499,How to control canker of apple?,Weather
91498,Asking about Regulated market committee phone number(Vellore district),Government Schemes
91497,ASKED ABOUT TURMERIC GROWTH SPRAY?,Nutrient Management
91496,POULTRY FARMING LAYOUT,Market Information
91461,termite problem in  maize ?,Plant Protection
91495,TELL ME CONTROL OF WHITE GRUB IN CUCUMBER  ?,Plant Protection
91493,Farmer needs information regarding How to control of fungal attack in  tomato crop?,Plant Protection
91492,TELL ME ABOUT BROWN RUST  DISEASE CONTROL IN WHEAT ?,Plant Protection
91491,How to control flower drop problem in urd crop?,Nutrient Management
91490,TELL ME GRASS HOPPER IN JOWAR.,Plant Protection
91489,TELL ME ABOUT VARIETY OF TIL,Varieties
91488,information brinjal ?,Plant Protection
91487,tell me control of pod borer,Plant Protection
91486,Farmer want to  Weather Information of Your guna District?,Weather
91485,TELL ME WEATHER INFORMATION IN JODPUR,Field Preparation
91494,farmer wants to know information of variety of chillie crop?,Varieties
91460,CONTROL OF LEAF MINER IN BRINJAL.,Plant Protection
91459,ASKING ABOUT KISAN CREDIT CARD.,Government Schemes
91458,Varieties information in groundnut?,Varieties
91433,sealth rot in Paddy ?,Plant Protection
91432,information about tractor subsidy,Government Schemes
91431,asking about Downy mildew management in Ribbed gourd,Plant Protection
91430,growth and development of bottle gourd ?,Cultural Practices
91429,Information regarding about weather of jaban?,Weather
91428,Farmer need information regarding weed management in  Urd/soybean crop?,Weed Management
91427,plant protection of aphid crop ?,Plant Protection
91426,information regarding yellowing of leaf in okra ?,Nutrient Management
91425,Farmer need weather information of dewas district of madhya pradesh.?,Weather
91434,plant protection in mustard crop ?,Plant Protection
91424,TELL ME MANDI RATE OF MUSTARD IN ALWAR ?,Market Information
91421,Asking about top dressing management in maize,Nutrient Management
91420,Asking about Vellore district weather report,Weather
91419,seed rate of bottle gourd ?,Weather
91418,WEATHER REPORT OF ONDA BLOCK IN BANKURA,Weather
91417,Asking about sowing season and variety for Moringa,Nutrient Management
91416,TELL ME ABOUT WEED CONTROL IN STENDING CROP OF GROUNDNUT,Weed Management
91415,farmer needs information regarding fungal attack in  soyabean  crop?,Plant Protection
91414,Asking about small onion  foliar nutrient spray,Nutrient Management
91413,Information regarding weather of kullu?,Weather
91423,Asking about Hadda beetle in Brinjal,Plant Protection
91411,PUCKERING OF ONION LEAVES,Plant Protection
91435,WEATHER INFORMATION .......?,Weather
91437,TELL ME ABOUT PIT SIZE IN ROSE ?,Cultural Practices
91457,FARMER ASKED FOR POMEGRANATE FERTILIZER ?,Fertilizer Use and Availability
91456,varieties of urd ....?,Varieties
91455,TELL ME ABOUT THE INSECT CONTROL IN SORGHUM ?,Plant Protection
91454,"pls, tell me weather information for saharnpur?",Weather
91453,Asking about boron deficiency in coconut,Nutrient Management
91452,TELL ME COLLOR ROT PROBLEM IN GROUNDNUT,Plant Protection
91451,problem of black spoting in the mango fruit...?,Plant Protection
91450,"asking about Krishi Vigyan Kendra, Senagipatti, Thanjavur contact no.",Cultural Practices
91449,TELL ME ABOUT VARIETY OF MOTH ?,Varieties
91436,Information regarding about spray use in mango?,Plant Protection
91448,yellowing of leaf,Plant Protection
91446,TELL ME ABOUT FARMER REGISTRATION FOR AGRICULTURE SUBSIDY IN UP,Government Schemes
91445,Stem Borrer in paddy Crop?,Plant Protection
91444,TELL ME WEATHER INFORMATION CHITTORGARH,Weather
91443,Information regarding to transplantation time of lemon plant ?,Cultural Practices
91442,WEATHER INFORMAION,Weather
91441,tell me about govt. pipe line,Government Schemes
91440,asking about Downy mildew management in Cucumber,Plant Protection
91439,fertilizer ues in sugarcane topdresing,Fertilizer Use and Availability
91438,information about weather...?,Varieties
91447,TELL ME CONTROL OF DISEASE IN WHEAT ?,Plant Protection
90909,tell me termiet control in guava,Plant Protection
92542,TELL ME APHID CONTROL IN  ISBAGOL  ?,Plant Protection
92544,asking about Flower Dropon on brinjal ?,Plant Protection
93635,Asking about onion sowing season,Cultural Practices
93634,TELL ME ABOUT INSECT CONTROL IN WATERMELON,Plant Protection
93633,asking about sesamum suitable season,Cultural Practices
93632,Farmer needs information regarding weather  for PANDARIA BLOCK OF KAWARDHA district of CHHATTISGARH  state?,Weather
93631,ASKING ABOUT WEED MANAGEMENT IN COTTON ?,Weather
93629,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN BARWAH TEHSIL ?,Weather
93628,Seed rate of paddy in SRI method,Cultural Practices
93627,information regarding deficiency of zinc in paddy ?,Nutrient Management
93626,about information  in  weather ....?,Weather
93625,WEATHER INFORMATION ......?,Weather
93624,TELL ME PLANTING TIME OF ORANGE,Cultural Practices
93623,pest control in lab lab,Plant Protection
93622,"Asking about Gingelly sowing season and varieties For Thanjavur, Thiruvarur",Nutrient Management
93621,Sheeth blight in paddy crop ?,Plant Protection
93620,Asking about tiruvidaimarudur today weather Report,Weather
93619,bispyribeck sodium dose information in paddy crop,Weed Management
93618,TELL ME SUBSIDY ON PIPE LINE.,Government Schemes
93617,COTTON CROP----FLOWER ROTTING AND DROPPING...?,Plant Protection
93616,Asking about salem horticultural department contact number,Nutrient Management
93636,About sugarcane crop ?,Plant Protection
93637,Asking about Turmeric market rate,Market Information
93638,Insect control in Banana crop  ?,Plant Protection
93639,TELL ME CATTERPILLAR CONTROL IN CHILLES,Plant Protection
93660,ASKING ABOUT WEATHER (RAIN FALL) REPORT IN  MALDAH DISTRICT,Weather
93659,SEED TREATMENT OF SESAME,Cultural Practices
93658,Information regarding weather in  hisar?,Weather
93657,bacterial leaf blight problem in rice nursey field,Plant Protection
93656,TELL ME CONTROL PHYLLODY IN TIL CROP.,Plant Protection
93655,TELL ME INSECT CONTROL IN LEMON,Fertilizer Use and Availability
93654,"Plz, Give me weather information district sidharath nagar Tahseel Bansi ?",Weather
93653,Weather forecasting for your  sihawal tehsil of Madhya Pradesh?,Weather
93652,neel gay charagah canrol of wheat crop?,Cultural Practices
93614,TELL ME ABOUT SUBSIDY ON JAL HOUZ ?,Weather
93651,farmer want to know information about how to control defoliators in tomato?,Cultural Practices
93648,"pls, tell me weather information for chunar?",Weather
93647,Farmer needs information regarding weather for Vidisha dist. of state madhya pradesh?,Weather
93646,information regarding leaf curling in chilies ?,Plant Protection
93645,Farmer wants to know information about Weather forecasting for  chhindwara district in Madhya Pradesh?,Weather
93644,Asked about varieties of mango?,Cultural Practices
93643,pokkahboeng disease in sugarcane,Plant Protection
93642,TELL ME INSECTCONTROL IN ONION ?,Plant Protection
93641,asking about groundnut leaf miner management,Plant Protection
93640,Farmer needs information regarding weather  for        district of chhatishgarh state?,Weather
93650,mircha men sundy,Plant Protection
93661,information regarding dose of urea in turmeric crop ?,Fertilizer Use and Availability
93613,Weather information in Azamagarh ...?,Weather
93611,spray of fungicide at the time of fruiting mango?,Cultural Practices
93584,Information regarding  control of flower dropping in capsicum ?,Plant Protection
93582,TELL ME MANDI RATE IN GRAM ?,Nutrient Management
93581,Asking about paddy Spiny beetle management,Plant Protection
93580,Asked about lab lab pod borer management,Plant Protection
93579,asking about thoothukudi today weather Report,Weather
93578,wilt in brinjal?,Plant Protection
93577,information regarding weather of KARSOG?,Plant Protection
93576,Farmer need weather information of your hoshangabad district of madhya pradesh?,Weather
93575,weather information of baragaon varanasi?,Weather
93574,TELL ME FUNNGAL CONTROL IN WHEAT,Plant Protection
93573,NUTRIENT MANAGEMENT IN LENTIL,Cultural Practices
93572,asking about Tillering stage fertilizer management for paddy,Fertilizer Use and Availability
93571,Farmer wants to know information about weather for vidisha dist?,Weather
93570,INFORMATION REGARDING FERTILIZER DOSE IN BASMATI RICE ?,Fertilizer Use and Availability
93569,information for mungphali sowing time?,Fertilizer Use and Availability
93568,farmer want to know information about weather information in Seoni district?,Weather
93567,flowering problem in citrus plant...?,Plant Protection
93566,asking about mango leaf webber management,Plant Protection
93565,Early shoot borer problem in sugercane crop..?,Plant Protection
93585,weather information nagina bijnor?,Weather
93586,fruit borar cantrol of bengal gram  ?,Cultural Practices
93587,TELL ME NUTRIENT MANAGEMENT IN BAJRA ?,Nutrient Management
93589,Asking about Weather report for dharapuram,Weather
93609,Asked about villupuram green gram market rate,Market Information
93608,flower dropping in mango,Plant Protection
93607,Fruit Borrer in Guava?,Plant Protection
93606,asking ABOUT Panama wilt disease in banana,Varieties
93605,Farmer  wants  to know information about weed management of SOYBEAN crop ?,Weed Management
93604,farmer wants to know  weather information of sagar district ?,Weather
93603,Fungus control in Paddy crops ?,Varieties
93602,Asking about coconut drip irrigation subsidy information,Government Schemes
93601,PADDY NUTRIENT MANAGEMENT,Nutrient Management
93612,Asking about rat management for paddy field,Nutrient Management
93600,ASKING ABOUT MICRO NUTRIENT DEFICIENCY IN CHILLIES,Plant Protection
93598,Planting distance ?,Cultural Practices
93597,asking about ATTACK OF SUCKING PEST on cauliflower ?,Plant Protection
93596,Flowring problem ?,Cultural Practices
93595,TELL ME SUBSIDY ON DRIP SYSTEM IN FRUIT PLANT?,Government Schemes
93594,TELL ME ABOUT MARKET RATE OF GWAR ?,Market Information
93593,information  regarding  weather  in  kaithal?,Weather
93592,farmer want to know information about how to control sucking pest in chillie crop?,Plant Protection
93591,weather inforation ?,Weather
93590,Thrips control in black gram crop ?,Plant Protection
93599,WEED MANAGEMENT IN SOYABEAN ?,Cultural Practices
93662,TELL ME CONTROL OF STEM ROT IN LONG MELON,Plant Protection
93663,"ASKING ABOUT WEATHER REPORT IN NADIA DISTRICT,TEHATTA-1 BLOCK",Weather
93664,Asking about mosaic virus in brinjal,Plant Protection
93735,"pls, tell me weather information for chakia ?",Weather
93734,farmer want to know information How to control of fungal attack in Gram ?,Plant Protection
93733,varieties of toriya ?,Varieties
93732,VARIETY OF BHINDI,Cultural Practices
93731,TERMITE IN CLUSTER BEAN,Plant Protection
93730,leaf insecte in the paddy crop...?,Plant Protection
93729,Plant protection in Papaya?,Plant Protection
93728,Asked about control of white grub attack ?,Plant Protection
93727,Asking about pepper sowing season,Cultural Practices
93726,TELL ME NUTRIENT MANAGEMENT  TOMATO,Fertilizer Use and Availability
93725,Farmer wants to  know weather information of  Betul district ?,Weather
93724,TOP SHOOT BORER IN SUGARCANE ?,Plant Protection
93723,BIT SEED,Market Information
93722,Weather forecasting for district of Madhya Pradesh?,Field Preparation
93721,insect control infarmetion of bhindi ?,Plant Protection
93720,TELL ME ABOUT INSECT AND DISEASE CONTROL IN pimpkin  ?,Plant Protection
93718,TELL ME BLACK ROOT CONTROL IN CUMIN,Plant Protection
93717,Information regarding weather of  fatehabad ?,Weather
93716,weed control in soybean?,Weed Management
93736,KISAN RIDH MAPHI...?,Government Schemes
93737,INFORMATION REGARDING THE WEATHER CONDITION ?,Weather
93738,ASKING ABOUT WEATHER FORECASTING OF JALPAIGURI DISTRICT,Weather
93739,TELL ME ABOUT INSECT CONTROL IN tomato ?,Plant Protection
93765,Weed Control management in paddy crop ?,Weed Management
93764,TELL ME SUBSIDY PIPLINE,Market Information
93762,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN SATNA DISTRICT?,Weather
93761,asked about groundnut foliar application,Nutrient Management
93759,Asked about fertilizer dose of black gram ?,Fertilizer Use and Availability
93757,TELL E TERMITE CONTROL IN COTTON  ?,Plant Protection
93756,Asking about Sowing season for Papaya,Nutrient Management
93755,Farmer wants to know information about weather ?,Plant Protection
93754,fertilizer management in sugarcane ?,Cultural Practices
93715,ASKING ABOUT WEATHER REPORT IN BARDHAMAN.,Weather
